title,description
Software Engineer,"- Work in ERP system support competence group on the basis of Microsoft
Dynamics AX 2009 (Axapta);
- Develop reports, develop the functional; 
- Collaborate with the integrators specialists."
Software Engineer,"- Participate in all cycles of software design and development;
- Design and build reusable modules to be used throughout company web
sites; 
- Contribute to the continuous improvement of software engineering
practices and tools;
- Responsible for bug fixing."
Software Engineer,"- Design, construct and maintain new and existing business information
systems; 
- Analyze the requirements and work with team members to create quality
results;
- Work in a team or individually in all phases of the software
development life-cycle;
- Contribute to the continuous improvement of software engineering
practices and tools;
- Write code to develop applications and maintain responsibility for
producing design, initial testing, installation and operational
documentation consistent with the firm's software development
life-cycle;
- Report on the development status as scheduled or as requested."
Software Engineer,"- Lead development efforts on large-scale projects, ensuring robust and
lasting solutions are implemented;
- Implement new features in existing applications, as well as develop
complex applications from top to bottom (user interface design to design
and implementation of supporting frameworks);
- Test, debug and build code that works across all devices and
platforms;
- Optimize the size and performance of applications and frameworks;
- Make innovations and build things that people will blog about."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"- Lead development efforts on large-scale web-based projects, ensuring
robust and lasting solutions are implemented;
- Work closely with web and mobile designers and translate their designs
into websites, apps, HTML e-mails and interactive experiences;
- Test, debug and build code that works across multiple browsers and
digital platforms;
- Maintain existing JavaScript libraries making sure they support the
engineering and creative needs of the company's website;
- Make innovations and build things that people will blog about."
Software Engineer,"- Design and develop various development artifacts including and not
limited to features, solutions, dB schemas, application frameworks and
GUIs;
- Maintain and enhance company's home grown systems;
- Responsible for bug fixing/ technical support of the existing
applications in production."
Software Engineer,"Specific work elements of the job include but are not limited to:
- Develop web-based applications;
- Contribute to the quality of coding and assure conformance of source
codes to set standards;
- Participate in all cycles of software design and development."
Software Engineer,"- Lead development efforts on projects, ensuring robust and lasting
implemented solutions;
- Implement new features in existing applications, as well as develop
complex applications from top to bottom (user interface design to design
and implementation of supporting frameworks);
- Develop high quality and clean code, that works across all devices and
platforms;
- Optimize the size and performance of applications and frameworks;
- Participate in all cycles of software design and development;
- Support the Team in technical decisions and development estimations;
- Share knowledge, lessons learned with team members."
Software Engineer,"- Develop software code based on the existing design;
- Constantly update technical knowledge and skills;
- Be efficient in the use of memory and CPU time;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algorithms;
- Work productively as a key member of a software development team;
- Actively participate in discussions regarding technical issues;
- May have to travel to USA or other countries to work with clients."
Software Engineer,"- Develop large-scale web-based projects; 
- Write accurate, well designed codes;
- Design special programs and engines intended for the automation and
optimization of marketing related tasks;
- Ensure accurate and thorough documentation is maintained for the
project."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"- Lead development efforts on large-scale web-based projects, ensuring
robust and lasting solutions are implemented;
- Work closely with web and mobile designers and translate their designs
into websites, apps, HTML e-mails and interactive experiences;
- Test, debug and build code that works across multiple browsers and
digital platforms;
- Maintain existing JavaScript libraries making sure they support the
engineering and creative needs of the company's website;
- Make innovations and build things that people will blog about."
Software Engineer,"- Develop both internal systems and entire external websites from start
to finish, including e-commerce sites;
- Responsible for development across several web stores for the company;
- Participate in all cycles of software design and development;
- Assure full conformance of source codes to provided Coding Standards;
- Responsible for writing API's, scalability and maintainability
improvements."
Software Engineer,"- Participate in all cycles of software design and development;
- Design and build reusable modules to be used throughout company web
sites; 
- Contribute to the continuous improvement of software engineering
practices and tools;
- Responsible for bug fixing."
Software Engineer,"- Design, collaborate, and execute on amazing software features in SaaS
ecosystem; 
- Learn continuously from other team members and peers to drive his/ her
career;
- Demonstrate technical excellence through results, consistency, and
mastery;
- Coordinate with other business units to achieve product goals within a
cross-functional matrix organization;
- Enjoy coming to work everyday and knowing that he/ she is integral to
the companys future and success."
Software Engineer,"- Design, collaborate, and execute on amazing software features in SaaS
ecosystem; 
- Learn continuously from other team members and peers to drive his/ her
career;
- Perform software development, test case development and usability of
products;
- Enjoy coming to work everyday and knowing that he/ she is integral to
the companys future and success."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"- Develop both internal systems and entire external websites from start
to finish, including e-commerce sites;
- Responsible for development across several web stores for the company;
- Participate in all cycles of software design and development;
- Assure full conformance of source codes to provided Coding Standards;
- Responsible for writing API's, scalability and maintainability
improvements."
Software Engineer,"- Responsible for programming, development of new products, services,
software tools and utilities;
- Analyze complex problems, interpret operational needs and develop
integrated creative solutions;
- Support for the developed software;
- Responsible for documenting."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Produce and maintain clean, high quality code;
- Work as a part of a dynamic team throughout the software development
life cycle;
- Maintain current knowledge of information technology trends with
ability to research and evaluate new applicable directions and
technologies."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all phases of the software
development life-cycle."
Software Engineer,"- Discuss with WRMA and agree on the structure and contents of the WRMA
web page;
- Develop the website of WRMA, including:
a) Designing the structure of the web page and integrating the content
agreed with WRMA;
b) Integrating the State Water Cadastre Information System (SWCIS) into
the web page;
c) Integrating a tool for online update of the SWCIS into the web page;
- Install the first version of the web page on WRMAs server for revision
and comments by WRMA;
- Finalize the web page structure and contents based on the comments
received from WRMA;
- Participate in outreach and training events."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before submitting
to QA;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Develop and design software systems for the company;
- Analyze new software requirements;
- Perform object-oriented analysis, design and testing;
- Create reports from DB."
Software Engineer,"- Design, develop and build Android mobile/ tablet based applications and
related interfaces/ infrastructure;
- Collaborate with IT leadership, systems analysts, business analysts,
project sponsors and end users to envision, rationalize, develop and
implement mobile Android platform, services, strategy and roadmap;
- Collaborate with cross-functional teams to define, design, and ship new
features;
- Collaborate with the QA teams and business partners to create and
execute system test plans and user acceptance testing;
- Work with outside data sources and API's;
- Work on bug fixing and improving application performance;
- Continuously discover, evaluate, and implement new technologies to
maximize development efficiency."
Software Engineer,"- Design, develop and build Android mobile applications;
- Collaborate with IT leadership, develop and implement mobile Android
platform and services;
- Collaborate with cross-functional teams to define, design and ship new
features;
- Create and execute system test plans and user acceptance testing;
- Work with outside data sources and API's;
- Work on bug fixing and improving application performance;
- Continuously discover, evaluate, and implement new technologies to
maximize development efficiency."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Design, collaborate, and execute on amazing software features in SaaS
ecosystem;
- Learn continuously from other team members and peers to drive his/ her
career;
- Perform software development, test case development and usability of
products;
- Enjoy coming to work everyday and knowing that he/ she is integral to
the company's future and success."
Software Engineer,"- Develop software code based on the existing design;
- Constantly update technical knowledge and skills;
- Be efficient in the use of memory and CPU time;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algorithms;
- Work productively as a key member of a software development team;
- Actively participate in discussions regarding technical issues."
Software Engineer,"- Take part in development of new features and changes according to given
specifications;
- Read, understand and modify the existing code;
- Work as a part of team."
Software Engineer,"- Take part in development efforts on large-scale web-based projects,
ensuring robust and lasting solutions are implemented;
- Develop scalable, secure and high-performance backend functionality for
web-based projects;
- Write 'clean', well designed code;
- Troubleshoot, test and maintain the core product software and databases
to ensure strong optimization and functionality;
- Make innovations and build things that people will blog about."
Software Engineer,"The selected candidate will be assigned to:
- Implement Smart Home main configuration WEB tool (80% backend, 20%
frontend), its further support;
- Take responsibility to make changes on live environment;
- Architect and code highly scalable server components;
- Assist in unit, integration, system level testing;
- Develop and maintain technical documentation;
- Participate in all phases of software lifecycle with an emphasis on
architecture, design, quality and implementation."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Responsible for application development;
- Develop new fault resistant systems;
- Participate in application development;
- Fix software related problems."
Software Engineer,"- Develop enterprise-level software solutions according to technical
specifications;
- Participate in all cycles of software design and development;
- Contribute to the quality of coding and assure conformance of source
codes;
- Provide necessary technical and design documentation;
- Analyze requirements and work with team members to create quality
results;
- Communicate effectively with local management and external team
members;
- Participate in internal and external meetings."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Responsible for report planning, functional development;
- Cooperate with the technical staff of the integrator;
- Responsible for automation of financial-economic direction tasks;
- Responsible for database structure development;
- Responsible for client part development;
- Responsible for testing of the developed functional;
- Implement programs of own and third-party developers in the commercial
operation."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all phases of the software
development life-cycle."
Software Engineer,"- Develop software code based on the existing design;
- Constantly update technical knowledge and skills;
- Be efficient in the use of memory and CPU time;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algorithms;
- Work productively as a key member of a software development team;
- Actively participate in discussions regarding technical issues."
Software Engineer,"Software Design
- Be accountable for optimization-focused design to ensure that all code
is written with high availability and high-impact;
- Be accountable for efficiency-focused design that serves to ensure that
all code is highly reusable and modular;
- Design push and pull data interfaces using the latest web and data
sharing technologies integrated to a multitude of third party providers.
Software Development
- Develop software according to functional and technical design
specifications and maintain a ""common sense"" approach that serves to
recognize potential design gaps and provide insight into closing them;
- Create efficient, scalable, reusable middle tier logic using any of
ASP.NET;
- Create intuitive, logical and dynamic user interfaces;
- Create and design databases, views, stored procedures, user-defined
functions of varying complexity with a ""best practices"" approach to keys,
indices and relationships in SQL Server (experience using typed-datasets
is critical);
- Work with other departments to understand the systems analysis and
development requirements of new systems/ applications or changes to
existing systems, identifying development resource and capability
requirements and ensuring plans are in place to provide them;
- Responsible for analysis of current programs including performance,
diagnosis and troubleshooting of problem programs, and designing
solutions to problematic programming;
- Responsible for developing new programs and proofing the program to
develop needed changes to assure production of a quality product;
- Responsible for development of new programs, analyze current programs
and processes, and make recommendations which yield a more cost effective
product.
Maintenance and Other Roles
- Assess, troubleshoot, document, upgrade and develop maintenance
procedures;
- Review code for potential performance issues, reusability, and/ or
anomalies;
- Detail unit testing of code;
- Troubleshoot client problems both remotely and onsite;
- Research and identify cause of reported defects and issues;
- Perform and assist with quality assurance activities as needed;
- Perform other related duties as assigned by the immediate supervisor."
Software Engineer,"- Participate in all cycles of software design and development;
- Design and build reusable modules to be used throughout company web
sites;
- Contribute to the continuous improvement of software engineering
practices and tools;
- Responsible for bug fixing."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Develop applications in accordance with given specifications;
- Read, understand and modify the existing code;
- Work as a part of a software development team."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Communicate effectively with local management and external team
members;
- Develop features according to technical specifications."
Software Engineer,"- Develop software code based on the existing design;
- Be flexible in learning and applying different programming languages
and technologies;
- Constantly update technical knowledge and skills;
- Employ a good code writing style that includes proper naming and
sufficient comments;
- Update/ write technical documentation on codes and algorithms;
- Work productively in a software development team."
Software Engineer,"- Provide necessary technical and design documentation;
- Deliver robust, scalable quality software products on time; 
- Understand the overall business goal of the project and to be able to
translate that into engineering requirements;
- In coordination with the Group Lead, plan and execute projects through
all phases of the project's development;
- Respond promptly and professionally to bug reports;
- Communicate effectively with local management and external team
members."
Software Engineer,"- Design, collaborate, and execute on amazing software features in an
industry leading SaaS ecosystem; 
- Learn continuously from other team members and peers to drive a
career;
- Demonstrate technical excellence through results, consistency, and
mastery;
- Coordinate with other business units to achieve product goals within a
cross-functional matrix organization;
- Enjoy coming to work everyday and knowing that the incumbent is an
integral to the company's future and success."
Software Engineer,"- Develop android applications; 
- Investigate newest technologies;
- Implement features;
- Fix bugs."
Software Engineer,"- Develop web and desktop applications in accordance with given technical
and functional specifications;
- Assure full conformance of source codes to provided Coding Standards;
- Read, understand and modify the existing code;
- Work as a part of a software development team;
- Communicate with clients, management and team members effectively."
Software Engineer,"- Produce and maintain clean, high quality code;
- Work as a part of a dynamic team throughout the software development
life cycle;
- Maintain current knowledge of information technology trends with
ability to research and evaluate new applicable directions and
technologies."
Software Engineer,"- Participate in software development process; 
- Read, understand and modify the existing code;
- Work as a part of the development team; 
- Learn new technologies."
Software Engineer,"- Design, develop and maintain software applications;
- Work independently within task guidelines established by the team
leader;
- Find effective solutions for systems;
- Work as a part of the development team; 
- Learn new technologies."
Software Engineer,"- Continuously refine the UX, develop new features, improve application
stability and performance;
- Participate in product and/ or application definition activities;
- Contribute to project release planning, architecture, and
implementation planning for application development tasks;
- Provide guidance to QA to ensure sufficient testing, provide required
support and troubleshooting;
- Work collaboratively and professionally with others in cross functional
teams to achieve goals;
- Apply a sense of urgency, commitment and focus on the right priorities
in developing solutions in a timely fashion."
Software Engineer,"- Evaluate the performance/ scale of VMware products using analysis
tools, or creating tools as needed;
- Identify performance bottlenecks throughout the system;
- Recommend and implement code changes to remove performance/ scale
bottlenecks;
- Review emergent architectures and designs to identify potential design
limitations;
- Be an advocate for getting high performance designs and implementations
incorporated into the product;
- Drive architecture discussions, optimizations and end to end
improvements into the platform with development architects and leads;
- Establish performance models and exit criteria for critical strategic
features;
- Review business use cases, user stories and other functional and
non-functional requirements to identify key indicators;
- Review design documents and code to identify potential bottlenecks and
defects;
- Develop load simulators for performance/ scale evaluation of n-tiered
applications;
- Write technical and summary reports that present results to management."
Software Engineer,"- Responsible for front-end and back-end development of web
applications;
- Responsible for end-to-end development and/ or maintenance of an
existing application depending on the project."
Software Engineer,"- Work on the existing projects, develop and support new and existing
business solutions;
- Build the pages to be compliant with web standards and web
accessibility;
- Develop and test across multiple browsers, platforms and devices;
- Work closely with other developers and customers to define
requirements."
Software Engineer,"- Responsible for the design, code, testing, debugging and support of
PHP-based Web Applications, Web Services or eCommerce websites;
- Work with some major CMSs like Drupal, PrestaShop, Magento, etc.;
- Create new applications using CMS platform;
- Develop new PHP modules for a given CMS;
- Modify existing applications/ modules to meet the needs as per the
given scope of work;
- Develop and support complex web portals and eCommerce platforms across
HTML5/ CSS3/ JavaScript/ AJAX, jQuery, etc."
Software Engineer,"- Design, collaborate and execute features execute on amazing software
features in an industry leading SaaS ecosystem;
- Learn continuously from other team members and peers to drive a
career;
- Demonstrate technical excellence through results, consistency and
mastery;
- Coordinate with other business units to achieve product goals within a
cross-functional matrix organization;
- Enjoy coming to work everyday and be an integral part to the Company's
future and success."
Software Engineer,"- Participate in the software architecture;
- Responsible for the software design, development and implementation;
- Responsible for the software maintenance;
- Participate in the development of required specifications/ technical
tasks;
- Study new and advanced information technologies and software
environments and propose them to the management."
Software Engineer,"- Participate in the application design;
- Provide the necessary technical and design documentation;
- Communicate with the local management and external team members
effectively;
- Develop features according to technical specifications."
Software Engineer,"- Participate in the application design;
- Provide the necessary technical and design documentation;
- Communicate with the local management and external team members
effectively;
- Develop features according to technical specifications."
Software Engineer,"- Design and build advanced applications for the Android platform;
- Design, build and maintain a high performance, reusable, and reliable
Java code;
- Collaborate with cross-functional teams to define, design and ship new
features;
- Ensure the best possible performance, quality and responsiveness of the
application;
- Help maintain code quality, organization and automatisation."
Software Engineer,"- Work on new and existing international projects, develop and support
new and existing business solutions;
- Build pages to be compliant with web standards and web accessibility;
- Develop and test across multiple browsers, platforms and devices;
- Work closely with other developers and customers to define
requirements."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and
views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all phases of the software
development life-cycle."
Software Engineer,"- Design and develop various components of a complex multi-tier
application including GUI, business logic, DB layer and application
frameworks;
- Continue/ support projects implemented by others;
- Work as a part of a software development team."
Software Engineer,"- Develop websites according to the guidance provided by the Project
Manager;
- Troubleshoot and repair issues on websites;
- Manage multiple projects and deliverables simultaneously;
- Communicate with external team members effectively."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and
views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all phases of the software
development life-cycle.
- Develop applications according to technical documentation;
- Guide junior developers in everyday task assessment."
Software Engineer,"- Develop web applications;
- Participate in all cycles of software design and development;
- Read, understand and modify the existing code;
- Work as part of a software development team."
Software Engineer,"- Design, collaborate and execute on amazing software features in the
SaaS ecosystem;
- Learn continuously from other team members and peers to drive the
career;
- Perform software development, test case development and usability of
products;
- Enjoy coming to work everyday and be aware of being an integral part of
the Company's future and success."
Software Engineer,"- Develop and test new websites;
- Support existing websites/ products;
- Apply design specifications to the functional code;
- Optimize the website performance;
- Work with other responsible team members to ensure outstanding customer
experience."
Software Engineer,"- Design, develop and maintain software applications;
- Work independently complying with the task guidelines established by
the team leader;
- Find effective solutions for systems;
- Work as a part of the development team;
- Learn new technologies."
Software Engineer,"- Lead the process of product development from scratch;
- Participate in the process of gathering of product requirements and
discussions;
- Develop the core architecture of the product;
- Assist in creating and tracking technical documentation;
- Read, understand and modify the existing code as needed;
- Develop applications in accordance with given specifications;
- Mentor and lead the junior developers team."
Software Engineer,"- Develop, iterate and maintain technology rich applications for the
Android platform;
- Write a well-organised and high-performance Java code meeting
object-oriented principles;
- Gather requirements around functionality and translate the requirements
into technical requirements;
- Estimate overall timelines, risks and requirements;
- Participate in design meetings to speak about the feasibility of design
requirements;
- Mentor and lead junior Mobile Developers."
Software Engineer,"- Develop, iterate and maintain technology rich applications for the
Android platform;
- Write a well-organised and high-performance Java code meeting
object-oriented principles;
- Gather requirements around functionality and translate the requirements
into technical requirements;
- Estimate overall timelines, risks and requirements;
- Participate in design meetings to speak about the feasibility of design
requirements;
- Mentor and lead junior Mobile Developers."
Software Engineer,"- Design and build advanced applications for the Android platform;
- Collaborate with cross-functional teams to define, design and ship new
features;
- Work with outside data sources and API's;
- Test automation using Robotium;
- Work on bug fixing and improving the application performance;
- Discover, evaluate and implement new technologies to maximize
development efficiency;
- Ability to quickly handle the codes written by others."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and
views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all phases of the software
development life-cycle;
- Develop applications according to the technical documentation;
- Guide junior developers in the everyday task assessment."
Software Engineer,"- Develop web applications;
- Participate in all cycles of software design and development;
- Read, understand and modify the existing code;
- Work as a part of the software development team."
Software Engineer,"- Develop new Java applications;
- Maintain the existing applications;
- Provide the technical support of applications in the production
environment."
Software Engineer,"- Implement web applications;
- Take the responsibility to make changes on a live environment."
Software Engineer,"- Design and develop enterprise-level software solutions according to
technical specifications;
- Write test plans and test cases for the developed modules;
- Work productively as a key member of a software development team;
- Enhance the existing code by identifying the areas for improvement;
- Participate in requirements gathering and task definitions with the
colleagues abroad;
- Actively participate in the estimation and planning of the defined
tasks."
Software Engineer,"Software Design
- Accountable for the optimization-focused design to ensure that all the
code is written with high availability and high impact;
- Accountable for the efficiency-focused design that serves to ensure
that all the code is highly reusable and modular;
- Design push and pull data interfaces using the latest web and data
sharing technologies integrated to a multitude of third party providers.


Software Development
- Develop software according to functional and technical design
specifications and maintain a ""common sense"" approach that serves to
recognize potential design gaps and provide an insight into closing
them;
- Create efficient, scalable, reusable middle tier logic using any of
ASP.NET;
- Create intuitive, logical and dynamic user interfaces;
- Create and design databases, views, stored procedures, user-defined
functions of varying complexity with a ""best practices"" approach to keys,
indices and relationships in SQL Server (experience in using
typed-datasets is critical);
- Work with other departments to understand the systems analysis and
development requirements of new systems/ applications or changes to
existing systems, identifying development resource and capability
requirements and ensuring plans are in place to provide them;
- Responsible for the analysis of current programs including performance,
diagnosis and troubleshooting of problem programs, and designing
solutions to problematic programming;
- Responsible for developing new programs and proofing the program to
develop needed changes to assure production of a quality product;
- Responsible for the development of new programs, analysis of current
programs and processes, and making recommendations which yield a more
cost effective product.

Maintenance and Other Roles
- Assess, troubleshoot, document, upgrade and develop maintenance
procedures;
- Review the code for potential performance issues, reusability, and/ or
anomalies;
- Detail unit testing of the code;
- Troubleshoot client problems both remotely and onsite;
- Research and identify the cause of reported defects and issues;
- Perform and assist with quality assurance activities as needed;
- Perform other related duties as assigned by the immediate supervisor."
Software Engineer,"- Design, collaborate and execute on amazing software features in the
SaaS ecosystem;
- Learn continuously from other team members and peers how to drive a
career;
- Perform software development, test case development and usability of
products;
- Enjoy coming to work everyday and be aware of being an integral part of
the Company's future and success."
Software Engineer,"- Write PHP-MYSQL and JavaScript code; - Design the MySQL database structure; - Read, understand and modify the existing code; - Provide technical support and assistance; - Perform other duties as assigned."
Software Engineer,"- Participate in application design;
- Provide necessary technical and design documentation;
- Design, build, and maintain high performance, reusable, and reliable
Java code;
- Organize and manage a small team."
Software Engineer,"- Develop enterprise-level software solutions according to technical
specifications;
- Participate in all the cycles of software design and development;
- Contribute to the quality of coding and assure conformance of the
source codes;
- Provide the necessary technical and design documentation;
- Analyze requirements and work with the team members to create quality
results;
- Communicate effectively with the local management and external team
members;
- Participate in internal and external meetings."
Software Engineer,"- Write well-designed, testable, efficient codes by using the best
software development practices;
- Create the site layout/ user interface by using standard HTML/ CSS
practices;
- Integrate data from various back-end services and databases."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of these products;
- Design, proto-type, develop, and thoroughly unit test before submitting
to QA;
- Work with the Quality Assurance team to develop and maintain unit tests
based on product functional specifications."
Software Engineer,"- Design and build advanced applications for the Android platform;
- Design, build and maintain a high performance, reusable and reliable
Java code;
- Collaborate with cross-functional teams to define, design, and ship new
features;
- Ensure the best possible performance, quality, and responsiveness of
the application;
- Help maintain the code quality, organization, and automatization."
Software Engineer,"- Implement web applications;
- Take responsibility to make changes on a live environment."
Software Engineer,"- Design, develop and support new and existing business solutions;
- Create and maintain SQL queries, stored procedures, triggers and
views;
- Implement backend/ data access layer within web applications/ web
services;
- Work in a team or individually in all the phases of the software
development life cycle."
Software Engineer,"- Participate in the application design process;
- Provide necessary technical and design documentation;
- Work effectively in a software development team;
- Develop applications according to technical documentation;
- Develop test cases;
- Install and configure a necessary environment for the developed
applications."
Software Engineer,"- Work in a group of competence on the ERP system support on the platform
of Microsoft Dynamics AX 2009 (Axapta);
- Develop reports and program modules;
- Cooperate with the technical specialists of the integrator;
- Responsible for the automation of financial economic tasks and tasking
of assets;
- Responsible for the database structure and client part development;
- Implement programs of own and third-party developers in the commercial
operation;
- Test the development of program modules."
Software Engineer,"- Architect, implement and maintain the company's Android application;
- Take ownership of the product;
- Ensure the best possible performance, quality and responsiveness of the
application;
- Help and guide the product team when designing new features."
Software Engineer,"- Participate in the application design;
- Provide the necessary technical and design documentation;
- Design, build, and maintain a high performance, reusable, and reliable
Java code;
- Organize and manage a small team."
Software Engineer,"- Develop and maintain Tumo's new website that is currently being
designed;
- Participate in the design and development of new online applications
for Tumo's educational and public outreach activities;
- Work with Tumo's software development team on ad hoc tools and
utilities to serve the internal user community."
Software Engineer,"- Work on the Android application architecture and drive development
using the latest mobile standards;
- Participate in all the phases of the software development life cycle to
convert concepts and specifications into the development of Android
applications and features;
- Design, build and maintain a high performance Android code;
- Support the maintenance of the code quality."
Software Engineer,"- Design, develop, test, deploy, maintain and enhance software solutions
for Android platforms;
- Ensure the best possible performance, quality and responsiveness of
mobile applications;
- Provide necessary technical and design documentation;
- Manage individual tasks, priorities, deadlines and deliverables;
- Work closely within a team of developers and product managers;
- Continuously discover, evaluate, and implement new technologies to
maximize development efficiency."
Software Engineer,"- Develop features according to technical specifications;
- Participate in the software design and development;
- Contribute to the quality of coding and assure the conformance of
source codes;
- Provide necessary technical and design documentation;
- Analyze requirements and work with the team members to create quality
results;
- Communicate effectively with management and team members."
Software Engineer,"- Participate in the application design;
- Communicate effectively with co-workers and the Bank's structural
units;
- Develop features according to technical specifications;
- Test the software source code and its functionality."
Software Engineer,"- Lead a small and agile software engineering team; responsible for task
scheduling and software development cycle management;
- Communicate with the project managers and clients;
- Develop software architecture, document it and do necessary changes
along with software development;
- Implement a basic change management and refactoring of the developed
software;
- Motivate, educate and help team members in any kind of questions and
issues."
Software Engineer,"- Design and develop enterprise-level software solutions according to
technical specifications;
- Write test plans and test cases for the developed modules;
- Work productively as a key member of a software development team;
- Enhance the existing code by identifying areas for improvement;
- Participate in requirement gathering and task definitions with the
colleagues abroad;
- Actively participate in the estimations and planning of the defined
tasks."
Software Engineer,"- Work with the Senior Architect in the US to get aligned with product
roadmaps and assume a key role in the development of products;
- Design, prototype, develop, and thoroughly unit test before submitting
to the Quality Assurance (QA) team;
- Work with the QA team to develop and maintain unit tests based on
product functional specifications."
Software Engineer,"- Design, develop and test the Android applications of the company's
products;
- Ensure user friendly performance; clean and debug a code;
- Maintain tests and clear errors;
- Use the best available mobile development technologies."
Software Engineer,"- Responsible for developing and building high-quality web applications;
- Enhance the existing code by identifying areas for improvement;
- Re-engineer the code base safely."
Software Engineer,"- Participate in all the steps of the software project from design to
integration;
- Analyze and investigate the architectural defects of existing
projects;
- Implement features;
- Fix problems."
Software Engineer,"Reports to* DIRECTOR OF MARKETING.
 PHP - Equivalent of 3 years education and/or experience.
 Java script - Equivalent of 3 years education and/or experience."
Software Engineer,"The ideal candidate will have a skill for tough puzzles, a talent for communicating complex ideas simply, and a drive to meet high expectations with great…"
